lane_id,lane_name,node_id,count_id,lat,lon,local_x,local_y,point_index,north_west_south_east,in_ring_out,projected_x,projected_y
4053,SouthEntry,4093,33,43.47630637288,-80.54736603619,36607.2156,13809.5109,33,2,0,536607.2156001836,4813809.51085801
4053,SouthEntry,4094,34,43.47631441387,-80.54737152664,36606.7667,13810.4015,34,2,0,536606.7667000366,4813810.401458749
4053,SouthEntry,4095,35,43.47632245575,-80.54737701708,36606.3178,13811.2922,35,2,0,536606.3178002803,4813811.292158365
4053,SouthEntry,4096,36,43.47633049673,-80.54738250753,36605.8689,13812.1828,36,2,0,536605.8689003736,4813812.182758056
4053,SouthEntry,4097,37,43.47633853861,-80.54738799798,36605.42,13813.0735,37,2,0,536605.4200000426,4813813.073457727
4053,SouthEntry,4098,38,43.4763465805,-80.54739348966,36604.971,13813.9642,38,2,0,536604.9710003445,4813813.964158
4053,SouthEntry,4099,39,43.47635462148,-80.54739898012,36604.5221,13814.8548,39,2,0,536604.5220999812,4813814.854757777
4053,SouthEntry,4100,40,43.47636266337,-80.54740447057,36604.0732,13815.7455,40,2,0,536604.0731999935,4813815.745458652
4053,SouthEntry,4101,41,43.47637070435,-80.54740996103,36603.6243,13816.6361,41,2,0,536603.6242998643,4813816.63605849
4053,SouthEntry,4102,42,43.47637874623,-80.54741545148,36603.1754,13817.5268,42,2,0,536603.1754001167,4813817.526758314
4053,SouthEntry,4103,43,43.47638678811,-80.54742094194,36602.7265,13818.4175,43,2,0,536602.7264996795,4813818.417458165
4053,SouthEntry,4104,44,43.47639482909,-80.5474264324,36602.2776,13819.3081,44,2,0,536602.2775999015,4813819.308058094
4053,SouthEntry,4105,45,43.47640287097,-80.54743192286,36601.8287,13820.1988,45,2,0,536601.8286996975,4813820.198758006
4053,SouthEntry,4106,46,43.47641091195,-80.54743741332,36601.3798,13821.0894,46,2,0,536601.3798001537,4813821.089357997
4053,SouthEntry,4107,47,43.47641895918,-80.54744289014,36600.932,13821.9807,47,2,0,536600.9320001011,4813821.980658124
4053,SouthEntry,4108,48,43.47642701976,-80.5474483273,36600.4874,13822.8735,48,2,0,536600.4873996477,4813822.873458335
4053,SouthEntry,4109,49,43.47643508034,-80.54745376569,36600.0427,13823.7663,49,2,0,536600.0426998334,4813823.766258036
4053,SouthEntry,4110,50,43.47644314002,-80.54745920285,36599.5981,13824.659,50,2,0,536599.5981001545,4813824.658958354
4053,SouthEntry,4111,51,43.4764512006,-80.54746464125,36599.1534,13825.5518,51,2,0,536599.1533997639,4813825.55175811
4053,SouthEntry,4112,52,43.47645926118,-80.54747007841,36598.7088,13826.4446,52,2,0,536598.7087997752,4813826.444558439
4053,SouthEntry,4113,53,43.47646732176,-80.54747551681,36598.2641,13827.3374,53,2,0,536598.264099616,4813827.337358255
4053,SouthEntry,4114,54,43.47647538234,-80.54748095397,36597.8195,13828.2302,54,2,0,536597.8194998598,4813828.230158646
4053,SouthEntry,4115,55,43.47648344291,-80.54748639113,36597.3749,13829.123,55,2,0,536597.3749002259,4813829.122957956
4053,SouthEntry,4116,56,43.47649150349,-80.54749182954,36596.9302,13830.0158,56,2,0,536596.9301996066,4813830.015757857
4053,SouthEntry,4117,57,43.47649956407,-80.5474972667,36596.4856,13830.9086,57,2,0,536596.4856001979,4813830.908558336
4053,SouthEntry,4118,58,43.47650762465,-80.54750270511,36596.0409,13831.8014,58,2,0,536596.0408998121,4813831.8013582975
4053,SouthEntry,4119,59,43.47651568522,-80.54750814228,36595.5963,13832.6942,59,2,0,536595.5962998342,4813832.694157722
4053,SouthEntry,4120,60,43.4765237458,-80.54751358069,36595.1516,13833.587,60,2,0,536595.1515996808,4813833.5869577415
4053,SouthEntry,4121,61,43.47653180638,-80.54751901786,36594.707,13834.4798,61,2,0,536594.7069999282,4813834.479758338
4053,SouthEntry,4122,62,43.47653986696,-80.54752445627,36594.2623,13835.3726,62,2,0,536594.2623000062,4813835.37255842
4053,SouthEntry,4123,63,43.47654792663,-80.54752989345,36593.8177,13836.2653,63,2,0,536593.8177002276,4813836.265258005
4053,SouthEntry,4124,64,43.47655598721,-80.54753533187,36593.373,13837.1581,64,2,0,536593.3729997303,4813837.158058142
4053,SouthEntry,4125,65,43.47656404778,-80.54754076905,36592.9284,13838.0509,65,2,0,536592.9283996399,4813838.050857742
4053,SouthEntry,4126,66,43.47657210836,-80.54754620746,36592.4837,13838.9437,66,2,0,536592.4837001828,4813838.943657942
4053,SouthEntry,4127,67,43.47658016894,-80.54755164464,36592.0391,13839.8365,67,2,0,536592.0391003197,4813839.836458712
4053,SouthEntry,4128,68,43.4765882117,-80.54755713266,36591.5904,13840.7273,68,2,0,536591.5903996049,4813840.727258122
4053,SouthEntry,4129,69,43.47659624999,-80.54756262688,36591.1412,13841.6176,69,2,0,536591.1412002764,4813841.617558409
4053,SouthEntry,4130,70,43.47660428737,-80.54756811988,36590.6921,13842.5078,70,2,0,536590.6921002814,4813842.5077582
4053,SouthEntry,4131,71,43.47661232475,-80.54757361165,36590.2431,13843.398,71,2,0,536590.24309988,4813843.397958565
4053,SouthEntry,4132,72,43.47662036213,-80.54757910465,36589.794,13844.2882,72,2,0,536589.7940001191,4813844.288158415
4053,SouthEntry,4133,73,43.47662839951,-80.54758459766,36589.3449,13845.1784,73,2,0,536589.3448996664,4813845.178358294
4053,SouthEntry,4134,74,43.47663643689,-80.54759008943,36588.8959,13846.0686,74,2,0,536588.8958996172,4813846.068558747
4053,SouthEntry,4135,75,43.47664447427,-80.54759558243,36588.4468,13846.9588,75,2,0,536588.4468002074,4813846.958758692
4053,SouthEntry,4136,76,43.47665251165,-80.54760107544,36587.9977,13847.849,76,2,0,536587.9977001059,4813847.848958662
4053,SouthEntry,4137,77,43.47666054903,-80.54760656845,36587.5486,13848.7392,77,2,0,536587.5486001214,4813848.739158662
4053,SouthEntry,4138,78,43.4766685864,-80.54761206023,36587.0996,13849.6294,78,2,0,536587.0995997378,4813849.629358124
4053,SouthEntry,4139,79,43.47667662378,-80.54761755324,36586.6505,13850.5196,79,2,0,536586.6504999875,4813850.519558185
4053,SouthEntry,4140,80,43.47668466116,-80.54762304625,36586.2014,13851.4098,80,2,0,536586.2014003543,4813851.409758278
4053,SouthEntry,4141,81,43.47669269853,-80.54762853803,36585.7524,13852.3,81,2,0,536585.7524003218,4813852.299957829
4053,SouthEntry,4142,82,43.47670073591,-80.54763403105,36585.3033,13853.1902,82,2,0,536585.3033001139,4813853.190157979
4053,SouthEntry,4143,83,43.47670877329,-80.54763952407,36584.8542,13854.0804,83,2,0,536584.8542000231,4813854.080358156
4053,SouthEntry,4144,84,43.47671681067,-80.54764501709,36584.4051,13854.9706,84,2,0,536584.4051000493,4813854.970558366
4053,SouthEntry,4145,85,43.47672484538,-80.54765051879,36583.9553,13855.8605,85,2,0,536583.9552998049,4813855.860458268
4053,SouthEntry,4146,86,43.47673287389,-80.5476560465,36583.5034,13856.7497,86,2,0,536583.503399845,4813856.749658215
